SRP356530/LEAVES_D-LEAVES_C	SRP098756/CROWN_D-CROWN_C	SRP098756/LEAVES_D-LEAVES_C	SRP098756/ROOTS_D-ROOTS_C	SRP072216/LEAVES_D-LEAVES_C	SRP072216/LEAVES_D-LEAVES_TABA
TraesCS5A02G031200	-0.676567762644001					
TraesCS5A02G032000	0.460705894205839					
TraesCS5A02G032200	-0.364985340847222					
TraesCS5A02G032700	1.03259237215864				0.367473388702996	
TraesCS5A02G033700	0.364994248103355				0.363340384434927	
TraesCS5A02G035100	1.33772937631788					-0.278777982740653
TraesCS5A02G035300	1.06942708596211					
TraesCS5A02G036000	2.12527069473035					
TraesCS5A02G036200	1.78184521813727				0.33095807084122	-0.50700457589871
TraesCS5A02G037400	0.614886800069268					-0.226238478773543
TraesCS5A02G037900	1.31971283770397					-0.9784215094198
TraesCS5A02G040100		-2.10586685805017				
TraesCS5A02G040600	-0.404430358955321					
TraesCS5A02G041600	0.810225781552648					-0.270162726716853
TraesCS5A02G042500	0.733631153949123					-0.255456290344734
TraesCS5A02G042700	-0.509248109296676				-0.396723003091991	
TraesCS5A02G043300				0.861896022170431		
TraesCS5A02G044000	2.16487983773409					
TraesCS5A02G044400	1.34327136399122					
TraesCS5A02G044500		-1.18387280838973				
TraesCS5A02G044800	1.17536848988185				1.59599119507227	
TraesCS5A02G044900	1.30446277985054				1.5452250716243	
TraesCS5A02G045200	-0.980215967517254					
TraesCS5A02G045700	0.936498653284873				0.653682436879968	-0.490659270498039
TraesCS5A02G046100					-0.194417296879619	-0.278111981597224
TraesCS5A02G046900					-0.503839253604905	
TraesCS5A02G047300						-0.251417112972174
TraesCS5A02G047700	-1.51582486015038					
TraesCS5A02G048300	-1.19616225912978					
TraesCS5A02G048400	-1.93586713939347					
TraesCS5A02G048600	-1.08343621926501					
TraesCS5A02G048800	-0.411135567913427					
TraesCS5A02G048900					-0.391131723745677	
TraesCS5A02G049400	-3.02925514579738					
TraesCS5A02G049600	-0.796349522479298					
TraesCS5A02G050300	1.06223858244126					-0.615603618214985
TraesCS5A02G051200	0.871472378431578				-2.84311281745667	-1.36527632318074
TraesCS5A02G051800						0.303470454438414
TraesCS5A02G052600	0.769778708796428				-1.94283029868671	-1.39969623214455
TraesCS5A02G052900	2.06303130311729					
TraesCS5A02G053700	-1.60016679559326					
TraesCS5A02G054100	0.520853127603936	-0.75626598871224				
TraesCS5A02G054200					0.319152247027126	
TraesCS5A02G054400	-0.749164466937425					
TraesCS5A02G054500					-0.358475470468446	
TraesCS5A02G056400	0.39338747566506				0.266349378320673	
TraesCS5A02G056500	0.597541347447107					
TraesCS5A02G056600	-1.48479488055665					
TraesCS5A02G056700	-1.83990591400016					
TraesCS5A02G056900	-0.327450309902737					
TraesCS5A02G057400	-1.373885951198					
TraesCS5A02G057500	0.445859880670928			-3.25002490516607	1.27025180768247	
TraesCS5A02G058100					-0.2975126575239	-0.197570678492979
TraesCS5A02G058600					1.00911248361159	0.75706780585434
TraesCS5A02G058700					0.709955484280453	0.997972312841848
TraesCS5A02G059100				-0.785722820011009		
TraesCS5A02G059400	0.609536970194929					
TraesCS5A02G059500					0.193579636167468	
TraesCS5A02G059600					-1.33557420280689	0.786305500535777
TraesCS5A02G059800					1.25835184584161	
TraesCS5A02G060400	-0.344223041696011					0.202990926017965
TraesCS5A02G060600	-0.391240613848043					
TraesCS5A02G060800	0.385469666782323					-0.347270572666095
TraesCS5A02G061200	0.794029578355236			2.75452137752404	0.93944019201281	1.89162260538218
TraesCS5A02G062500	0.640579529458621					
TraesCS5A02G062800	2.00523846130159					
TraesCS5A02G063100					2.54305351506133	2.35283715499667
TraesCS5A02G063400					0.304729370295657	
TraesCS5A02G063900					0.950218353467112	
TraesCS5A02G064200	1.1019019151932					
TraesCS5A02G066200	1.3531148997219					
TraesCS5A02G066300				1.58493755101858		
TraesCS5A02G067500	0.690247146255603					
TraesCS5A02G068700	0.387153315129975					-0.303944170975367
TraesCS5A02G069400					-0.178783926676374	
TraesCS5A02G069500	-0.772416846895675				-0.26061172459409	
TraesCS5A02G070500				1.24557708677427		
TraesCS5A02G071000	1.41175549563074				-0.806705312162944	-0.639297797485514
TraesCS5A02G071400	-0.860292247499812			2.46965963966985		
TraesCS5A02G071500	-0.650572592541379					
TraesCS5A02G071800	0.777289896432424					
TraesCS5A02G071900	1.15269441309006					
TraesCS5A02G072100	0.750631239330055					
TraesCS5A02G072200				1.50417585516536		
TraesCS5A02G072300						-0.724824065908658
TraesCS5A02G072600				1.76420231328858		
TraesCS5A02G072700	0.721333897164889					-0.373412554055463
TraesCS5A02G073000						-0.366840729568269
TraesCS5A02G073600	-0.595197590586851				1.04074602010787	
TraesCS5A02G074000	-0.68709029020815				-0.360010855676739	-0.497020776044392
TraesCS5A02G074200	-0.696333034898821				-0.615247506013393	
TraesCS5A02G075400						0.321783292303915
TraesCS5A02G075900	-0.440837331803785					
TraesCS5A02G076600	0.523984756600376					
TraesCS5A02G076900				-2.16273081060092	-1.88620522477834	
TraesCS5A02G077700					0.349872020357865	0.294149603249715
TraesCS5A02G077900	1.28318124540007				0.316012195976897	
TraesCS5A02G078400					-0.210510073792366	-0.182839227039041
TraesCS5A02G079000					0.249337090548789	
TraesCS5A02G079700						0.43795549851022
TraesCS5A02G080300	-0.384277425642049					
TraesCS5A02G081400	-0.621057261718409				0.405220750577973	0.364033842346798
TraesCS5A02G081600	-1.76956155629442					
TraesCS5A02G081700					0.401771997190835	0.415812491035557
TraesCS5A02G081800					-0.502804071630466	-0.37132377012332
TraesCS5A02G081900	1.394498372723					-0.341077853617076
TraesCS5A02G082000						0.320576924980423
TraesCS5A02G082300	0.807181843948214					
TraesCS5A02G082400	0.764092051054459					
TraesCS5A02G082700				4.00192956743617		
TraesCS5A02G082800	0.398555954126745					
TraesCS5A02G083100	1.4671272533907				0.980984811109894	
TraesCS5A02G083200					0.475692655772188	
TraesCS5A02G083300	-0.696160777185544					
TraesCS5A02G083600	-0.530947667202001				0.248119902648519	0.39455561900776
TraesCS5A02G084100	-0.580269270245078					
TraesCS5A02G084700					-0.302830786076504	
TraesCS5A02G084800	-0.528832060776593				0.397910610015825	0.361064892288706
TraesCS5A02G084900	1.12307769912424					
TraesCS5A02G085200	1.6805763466146					
TraesCS5A02G085700					0.29329652671583	0.266857400597434
TraesCS5A02G086100	-0.529694275624476					0.731652687288279
TraesCS5A02G086200					-2.97081579336646	
TraesCS5A02G086300	0.520109317975059				0.64996718779636	
TraesCS5A02G086700	1.07166118248575					
TraesCS5A02G087200	1.00006431505901				0.753502648298689	-0.419216042834252
TraesCS5A02G087300	-0.32902818129621					
TraesCS5A02G087700	0.783207577496046					
TraesCS5A02G088100	-0.604242898075349					
TraesCS5A02G088200	0.653229852654661				-0.322092596585277	
TraesCS5A02G088300	0.578929878866065					
TraesCS5A02G088700	-1.556049945156					
TraesCS5A02G089500	-0.689537694081607					
TraesCS5A02G089600	-4.57575535990068					
TraesCS5A02G090600					-5.79591323883839	-4.88575638051495
TraesCS5A02G091200					-0.38820907021111	
TraesCS5A02G091400				2.34672858878989		
TraesCS5A02G091600				2.31370098127103		
TraesCS5A02G092000	-0.904890558434447					0.799117955332621
TraesCS5A02G092400						-0.915299179212332
TraesCS5A02G092500	-0.355541593720397					
TraesCS5A02G092800					-1.3957361240864	
TraesCS5A02G093200	0.674965932342746					-0.353026224515974
TraesCS5A02G093300						0.680471079596147
TraesCS5A02G093700					-0.354336159291495	
TraesCS5A02G094000					-0.599195626848073	
TraesCS5A02G094300					-0.312564970840597	
TraesCS5A02G094500					1.88453542769832	
TraesCS5A02G094600	0.887215061882506					
TraesCS5A02G094900					2.59702151301268	
TraesCS5A02G095200						-0.369409264660192
TraesCS5A02G095800					0.528884848169295	
TraesCS5A02G096100	1.10985789702367					-0.629924049464323
TraesCS5A02G096500						-0.306265611756198
TraesCS5A02G096700	0.836171361422401					-0.378749089757183
TraesCS5A02G096800					0.237504425974713	0.45186376226496
TraesCS5A02G098200	0.694628394732421			1.3911689821303		0.256986282213523
TraesCS5A02G098400	1.4979508122215					-0.488351301383824
TraesCS5A02G098700	0.382121564686772					
TraesCS5A02G099200	0.379381793167447				-0.474334813853157	
TraesCS5A02G099800	-0.611332404090744					
TraesCS5A02G100100					-0.238639387325947	-0.308280361997564
TraesCS5A02G100300					-0.495995227661371	-0.776562575732828
TraesCS5A02G100600	0.780078065834474					-0.621508923239386
TraesCS5A02G101900					-0.579171420144566	-0.235714125205271
TraesCS5A02G102500	0.856199996592913					
TraesCS5A02G102700	1.15580368838996				0.810436804482344	0.664189194859905
TraesCS5A02G103200						1.96842767063043
TraesCS5A02G103500						0.81039561880766
TraesCS5A02G103800	-0.379509050256897					
TraesCS5A02G104200	0.33908619904247					
TraesCS5A02G104600					-1.20889659329339	
TraesCS5A02G104800		-1.33149970416772			0.642317308528236	
TraesCS5A02G105100	1.01588035033872				0.436207835267848	-0.232905410544923
TraesCS5A02G105400	0.633802322018726				-0.372695463683645	
TraesCS5A02G105800	0.611182003582337					
TraesCS5A02G105900					-0.208801629304503	
TraesCS5A02G106000					0.289672375376165	
TraesCS5A02G106100	0.520796878835758					-0.344769548727983
TraesCS5A02G106200					0.504799979019589	
TraesCS5A02G106300					-0.430548288817075	
TraesCS5A02G106400					-0.523436090315291	
TraesCS5A02G107200				2.3247094793643		
TraesCS5A02G107800	0.899999326963363					
TraesCS5A02G108000	2.13509153553173					-0.367077326122438
TraesCS5A02G108400	1.21477143270467				0.257385551036564	
TraesCS5A02G108700	0.349327754440777					
TraesCS5A02G109300	3.51562177463691					
TraesCS5A02G109600					0.298383284743185	-0.175751818238845
TraesCS5A02G109900					-0.386814333478727	
TraesCS5A02G110200					0.33010525755778	
TraesCS5A02G110300	1.14862009405439					-0.393918937980061
TraesCS5A02G110400	0.347203823091888					-0.253751281035499
TraesCS5A02G110600	-0.392222218744742					
TraesCS5A02G111000	0.380820775020659					
TraesCS5A02G111400					-0.541776332160695	-0.232400885729164
TraesCS5A02G111500	2.95382558355252					
TraesCS5A02G111700	-0.417262547057208					
TraesCS5A02G111900	0.320711153106262				-0.358905331294709	
TraesCS5A02G112000					0.760995485594334	
TraesCS5A02G112400						-0.359141737878071
TraesCS5A02G112900	0.396101528204412					-0.305998905647974
TraesCS5A02G113100				0.946938444271675	-0.247268871948867	
TraesCS5A02G113200	-3.91496936071					
TraesCS5A02G113500	-0.386290517013417					
TraesCS5A02G114200					-0.235429488300521	
TraesCS5A02G114400					0.240369970931564	
TraesCS5A02G114600					0.334748288332963	-0.343838910340732
TraesCS5A02G114700	2.01391506022287					
TraesCS5A02G115000	0.542168025574106					-0.303892479797657
TraesCS5A02G115100	0.534647696055289				-0.477976979955097	
TraesCS5A02G115200					0.288751051069304	0.20823749237847
TraesCS5A02G115600	-0.658222483161401					
TraesCS5A02G115800	1.19399048135822					
TraesCS5A02G116100					-0.260450703409756	0.277987045596058
TraesCS5A02G117100	-0.820993845940567					
TraesCS5A02G117700	0.755672675951947					-0.274781766053235
TraesCS5A02G118300	-0.613885463341738					
TraesCS5A02G118500				1.57687799890768	0.428246881837716	0.610787027046383
TraesCS5A02G119300	0.963363511007602					
TraesCS5A02G119600		-0.869447927979556			0.340377745644256	
TraesCS5A02G120600					-0.378903837408299	
TraesCS5A02G120900					0.297147114291133	
TraesCS5A02G121000	0.55760244028429					
TraesCS5A02G121600	-0.490480068876027					
TraesCS5A02G121900	0.350040865831396					
TraesCS5A02G122200					-0.376858768393118	
TraesCS5A02G122300	0.603174714706578					-0.247858154676332
TraesCS5A02G122600		1.33431288788309	1.39316871547175		0.212579210592356	
TraesCS5A02G123200						0.507822921145557
TraesCS5A02G123500	-0.65230910759369					
TraesCS5A02G123600					0.343086247667411	
TraesCS5A02G123900					0.589448048713026	
TraesCS5A02G124000	-1.12956055551421					
TraesCS5A02G124100	0.747839240238762					
TraesCS5A02G124300	1.1619352237508					
TraesCS5A02G125800						-0.469680748672349
TraesCS5A02G125900	0.995135459170637					
TraesCS5A02G126700	-0.684243601023863					0.597736175845
TraesCS5A02G127600	-0.568725907442515					
TraesCS5A02G127800	1.5154162043679				0.574718276149604	
TraesCS5A02G128200	1.17980761677597					
TraesCS5A02G128300	1.1223671970214				-0.461206924879498	
TraesCS5A02G129600						0.426566734841895
TraesCS5A02G129700					0.691653237883399	
TraesCS5A02G130800						-0.270037411474909
TraesCS5A02G131100	0.560271324980347					
TraesCS5A02G131200	2.35747276911575				0.821323371899111	
TraesCS5A02G131300	-0.634412820397823				-0.339884612243977	
TraesCS5A02G131400	0.524570558021942					
TraesCS5A02G131600	1.59879557546069					-0.732820512450406
TraesCS5A02G132300	-0.42358487837729					
TraesCS5A02G132700	0.640276058674513				-1.1158311491626	-0.886601993572819
TraesCS5A02G133200	-0.571301251910425					
TraesCS5A02G133900	-2.60405723210867					
TraesCS5A02G134000						0.65336955022308
TraesCS5A02G134100					0.41375013573273	0.45861005717384
TraesCS5A02G134200	-0.697785944666744					0.554791586472731
TraesCS5A02G135100						0.219938555672853
TraesCS5A02G135500				1.57268007253648		0.266391367837443
TraesCS5A02G135700	1.05044290677341				0.280506537955721	
TraesCS5A02G135900						0.326237632793453
TraesCS5A02G136000	1.44337038293241					-0.232930458415322
TraesCS5A02G136100		0.890032534282753				
TraesCS5A02G136200					-0.321661612912504	-0.412401840434878
TraesCS5A02G137700						0.27304926345639
TraesCS5A02G137800	0.455981399762919					-0.32033788913495
TraesCS5A02G138000		1.03755765515096				
TraesCS5A02G138400	-0.685261275930255	1.08069878420816		0.802648600886703	-0.295683173387128	0.363269666450305
TraesCS5A02G138700		-1.16428367131444	-1.37904013070398		-2.82280750170455	
TraesCS5A02G138900	0.503087399280501					
TraesCS5A02G139000				1.44067453039131		
TraesCS5A02G139500					-1.18250672276771	
TraesCS5A02G139900	-2.32277497075472				-1.46784935599985	
TraesCS5A02G141300	0.552325951040277					
TraesCS5A02G141500					0.320014762392809	
TraesCS5A02G142100	0.777991322921138					
TraesCS5A02G142200					0.528848798720549	
TraesCS5A02G142400	-0.668917721862755					
TraesCS5A02G142700	-0.823382718634453					0.650150851917906
TraesCS5A02G142800	-0.667385996872368					
TraesCS5A02G143000					-0.453282985496013	
TraesCS5A02G143200				-1.25174266244773		2.20377017840594
TraesCS5A02G143500	0.87052610195135				-0.73704845167952	-0.757218492476673
TraesCS5A02G143600	-0.578963704536732					0.505948634016167
TraesCS5A02G143800	1.3886185137906					
TraesCS5A02G144000	-1.44175749132943					
TraesCS5A02G144300					1.48985643882851	1.8909599990397
TraesCS5A02G144700	-0.963276848326255					
TraesCS5A02G145600	0.61630043828198					
TraesCS5A02G145900	0.815374671005138					
TraesCS5A02G146000	2.18256133163496					
TraesCS5A02G146800					0.344222790790959	
TraesCS5A02G146900					-0.713601557973953	-0.880274386904124
TraesCS5A02G147000					0.893883824367341	0.915828603057028
TraesCS5A02G147100					0.517256375874918	
TraesCS5A02G147500						0.30590568982344
TraesCS5A02G148000	-1.2537941491813				-1.37612127129425	
TraesCS5A02G148500						0.289228081369467
TraesCS5A02G148900	-0.795783118939156					
TraesCS5A02G149000	0.383030246448628				-0.252403849316705	-0.376804299631126
TraesCS5A02G149200	-0.364799187194608					
TraesCS5A02G149400					0.430076368805033	0.26065308682027
TraesCS5A02G150600	2.82108476383229					
TraesCS5A02G150800					0.469410152409996	0.528292328483503
TraesCS5A02G151400	1.18721871752217					
TraesCS5A02G151700	0.574978018612701				-0.347881335320603	
TraesCS5A02G152000						0.504102902468018
TraesCS5A02G152100		-0.961275877035498	-1.18072805479235		-0.800718316443536	
TraesCS5A02G152400	0.79372399517822					
TraesCS5A02G152700					-0.819526120553084	
TraesCS5A02G152900	0.441389115857146					
TraesCS5A02G153100					-0.460844105206137	
TraesCS5A02G153200	-1.52034750169807					
TraesCS5A02G153300					0.373493087924365	
TraesCS5A02G153500					-0.207761488737345	
TraesCS5A02G153600	-0.568658360450575					
TraesCS5A02G153900	-4.02057238631264				-4.05215829737852	
TraesCS5A02G154300	-2.17429101227156					
TraesCS5A02G154700	0.753725916568108					-0.461014639213994
TraesCS5A02G154800					-0.781096952602823	-0.954949519378863
TraesCS5A02G155000	1.34727122861316					-1.52758141363512
TraesCS5A02G155100				1.21451638021081		
TraesCS5A02G155200	0.447037725476258				-0.52914628885028	
TraesCS5A02G155800	0.821279446764668					
TraesCS5A02G156200					-0.560053495220624	
TraesCS5A02G156900					0.374224877781033	
TraesCS5A02G157000	-0.976642177481921				-0.464460108675798	-0.342208729151215
TraesCS5A02G157200	-1.45225250026117					
TraesCS5A02G157900	-0.518423424621364					
TraesCS5A02G158900					0.606999748202414	
TraesCS5A02G159100					0.402713830632675	
TraesCS5A02G159300	-0.536264927253325					
TraesCS5A02G159400					0.455348309638003	
TraesCS5A02G159800	0.750909426867497					-0.286726708375324
TraesCS5A02G159900				2.68740389866632		1.97281436030584
TraesCS5A02G160100					-0.318904764990089	
TraesCS5A02G160200	1.27866989173038					
TraesCS5A02G160500	-1.86971357317461					
TraesCS5A02G160800	0.961132214792996					
TraesCS5A02G161200	-0.4154860547713					
TraesCS5A02G161500					0.313337858972653	
TraesCS5A02G161600						0.656408454664159
TraesCS5A02G161900					-0.290018757291406	
TraesCS5A02G162000	0.501622610570354				0.302052008511282	
TraesCS5A02G162400	-0.605080593232289					
TraesCS5A02G162700	-0.436223135011051					
TraesCS5A02G162800						-0.369022232486242
TraesCS5A02G162900					0.830594390471363	
TraesCS5A02G163300		0.833517735950607	0.888715574387501			
TraesCS5A02G163400	1.18031531427747				1.23712680464838	
TraesCS5A02G163600	-0.639365651612351				1.26997121298964	1.02368746644103
TraesCS5A02G163800	1.30481654556343					
TraesCS5A02G164300	-0.818100289980174					
TraesCS5A02G164600					-0.37492568542696	
TraesCS5A02G164700					0.311891350518648	
TraesCS5A02G164900				1.48412738594842		
TraesCS5A02G165300				1.28070148320037		
TraesCS5A02G165400	1.9638792083719					-0.71113827776164
TraesCS5A02G165600	0.567361853897981					
TraesCS5A02G165700	2.01769193319384					-0.71534434086561
TraesCS5A02G165800				1.15399619284599		
TraesCS5A02G166100	0.79271738982509				0.439327173918737	0.822866846136198
TraesCS5A02G166200		1.2898418397221				
TraesCS5A02G166400					0.219255992936352	
TraesCS5A02G167300					0.323332477241479	
TraesCS5A02G167500	-0.505316818001528					
TraesCS5A02G168100	-0.399550152876184					
TraesCS5A02G168200	-0.575690272464889				0.834067567449097	
TraesCS5A02G168400					-0.217343054900049	
TraesCS5A02G168500					-0.305898959337315	
TraesCS5A02G168600					-0.557593154639157	-0.254229690894115
TraesCS5A02G168700					-0.816629131984289	
TraesCS5A02G169400		-1.36425660850192			-0.404460555264582	
TraesCS5A02G169600		1.30714075193429		1.82093422130458		
TraesCS5A02G170000	0.436577534565927					
TraesCS5A02G170400	-2.47298897188525					
TraesCS5A02G170500	0.458120959363272					
TraesCS5A02G170600	-0.421096031348055					
TraesCS5A02G171000					-0.481768480671789	-0.442016780187046
TraesCS5A02G171400					-0.209067895568204	
TraesCS5A02G171500	0.551646302520448					
TraesCS5A02G171600	-1.53247570983106					
TraesCS5A02G171800					0.926032215473088	
TraesCS5A02G171900					-1.42854860948483	
TraesCS5A02G172600					0.393242420316156	
TraesCS5A02G172900	2.12727025522957				0.495748307833502	
TraesCS5A02G173100	-0.548425605276147				0.239207716833918	
TraesCS5A02G173700	1.81648486474777				0.388936704525076	-0.269532772023633
TraesCS5A02G173800	0.70585070670357				0.776327186956357	-0.249264804134613
TraesCS5A02G174000					-0.505653200571065	
TraesCS5A02G174300					0.483607396846462	
TraesCS5A02G174800	0.730322102729414					
TraesCS5A02G175200						-0.845133017370315
TraesCS5A02G175300					0.240891135046237	
TraesCS5A02G175600	-0.644766114674707					
TraesCS5A02G175900	-2.83346893663246				-4.51288783791549	-3.2345728130294
TraesCS5A02G176100	-0.391367308270677				-0.428851044909461	
TraesCS5A02G176400	-0.380093434010775					
TraesCS5A02G176800					-0.417306957657898	
TraesCS5A02G177400	1.41606284162432			-1.56314811461088	1.23680589936797	
TraesCS5A02G177500						-0.401742417510431
TraesCS5A02G177700	0.584969110277233					
TraesCS5A02G177800					-0.791879862033964	
TraesCS5A02G177900	0.651050315307911					
TraesCS5A02G178100	0.804046913032673					
TraesCS5A02G178200						-0.356351446407335
TraesCS5A02G178500				-1.01429552900083		
TraesCS5A02G178600					0.231675987724648	
TraesCS5A02G179000					0.699692479963198	
TraesCS5A02G179300	1.38043399214185				0.351877778901226	
TraesCS5A02G181400	-3.18837282533448					
TraesCS5A02G181500	0.405697395035017					
TraesCS5A02G181700	-0.543617375557065					
TraesCS5A02G181800	0.727968414323356					0.291918487886531
TraesCS5A02G182400	0.540970253491863					
TraesCS5A02G182600	-0.289896302599939				-0.928353546618315	
TraesCS5A02G182800						0.406759162418299
TraesCS5A02G182900	-1.05943856765244					
TraesCS5A02G183100	1.06446393112725					
TraesCS5A02G183300	2.29763459724708				-6.59170805751265	-4.43363482474528
TraesCS5A02G183600						2.38566752109466
TraesCS5A02G184100					-0.331525978324982	
TraesCS5A02G184300	-3.84325744358989				-1.77347803316649	
TraesCS5A02G184500	0.995351329504971					-0.58527825810604
TraesCS5A02G184800					-0.800231301899383	
TraesCS5A02G184900	-0.480959858355757					
TraesCS5A02G185000	-0.872003315454893				0.366396357349395	
TraesCS5A02G185500	0.349692522415581					-0.563669255591582
TraesCS5A02G185800						-0.536575612285153
TraesCS5A02G186000				1.8698247692653	0.273552328530872	
TraesCS5A02G186200	1.74527155612621					
TraesCS5A02G186300	-0.567346299627889					
TraesCS5A02G186400					-0.386571340877424	
TraesCS5A02G186500	1.29351944897519			-1.51943407318456		-0.841307004519256
TraesCS5A02G186600				1.3420960575518		0.393056652655582
TraesCS5A02G186700					-0.326135430911513	
TraesCS5A02G186900					-0.559954927360999	
TraesCS5A02G187000					-0.354100379070249	
TraesCS5A02G187300						-0.808321000326409
TraesCS5A02G187400						-0.488414955407074
TraesCS5A02G188400					0.381410794639055	
TraesCS5A02G188800	-0.40161880208849					
TraesCS5A02G189500					-0.823308625078392	
TraesCS5A02G189600	-0.858341383549515					
TraesCS5A02G190000	1.16387703880581					
TraesCS5A02G190600		0.69849766061262				
TraesCS5A02G190900					-0.8554811405664	
TraesCS5A02G191000	0.658984276548218					
TraesCS5A02G191100	-0.616687312901833					
TraesCS5A02G191300					-0.373983928021033	-0.3570508628488
TraesCS5A02G191700	-1.38837418369913					
TraesCS5A02G191800	-1.20685978346802					
TraesCS5A02G192400				-0.995182052821786		
TraesCS5A02G192600	-0.574943623758736				0.444155614059459	0.216737499620183
TraesCS5A02G193300		-0.838167780619252	-1.03573811270166	-0.814039000408152		
TraesCS5A02G193600						0.771824224617081
TraesCS5A02G193700	0.982164564950272	-0.981545429855165			-0.28391760459359	-0.387632810871167
TraesCS5A02G193900	0.987144977587641				-0.994299561103857	-0.703481500161786
TraesCS5A02G194100					-0.611655625400332	
TraesCS5A02G194200	-1.59018757641327					
TraesCS5A02G194300	-1.00300921372875					
TraesCS5A02G194400	-0.639530700735618					
TraesCS5A02G194800		1.11470539309231			0.392515322237814	
TraesCS5A02G194900	-0.370745232872614					
TraesCS5A02G197000	-1.06537413801316				-3.80379104333299	-1.75477067628003
TraesCS5A02G197500					-0.513117729362353	
TraesCS5A02G197700					0.66235943991928	
TraesCS5A02G197900	-0.919990611042952					
TraesCS5A02G198200	-0.526317135114786				0.592562632370423	0.892489855946711
TraesCS5A02G198700	-1.05664691145818					0.652359291717982
TraesCS5A02G198800	-1.73557040098049				2.79057539283823	6.28032805251762
TraesCS5A02G199000	-0.529525166351195					
TraesCS5A02G199300	-1.08818903347355					0.923760335952276
TraesCS5A02G199700	-0.965991463751656					0.716329115145561
TraesCS5A02G199900	0.721093024339905					-0.900363263741643
TraesCS5A02G200000						0.576460817959926
TraesCS5A02G200600	0.857662424752976					-0.28737152566046
TraesCS5A02G200700	0.465579368921289				-0.308678423121383	
TraesCS5A02G201500						0.438214018349355
TraesCS5A02G202100					-0.470943992127074	
TraesCS5A02G202700					0.650790619595566	
TraesCS5A02G202800	-1.26207845135461					
TraesCS5A02G202900		0.919911338261874				
TraesCS5A02G203000	0.378183914069638					
TraesCS5A02G203400	5.04849605320393				-1.2986517473218	-1.58922049766903
TraesCS5A02G203500	-1.83101421248088					
TraesCS5A02G203600				1.42239382064563		
TraesCS5A02G204100					0.451394939445172	
TraesCS5A02G204700	0.524991855021887					
TraesCS5A02G205000					-0.311160132132474	
TraesCS5A02G205100	-1.81685405730628					
TraesCS5A02G205600	1.31899053687142					-0.7548888830991
TraesCS5A02G205800	-3.18025962339756					
TraesCS5A02G206300						0.296831367727531
TraesCS5A02G206600	-1.47527562707473				-1.35595227967923	1.45985105267363
TraesCS5A02G207500	0.45333092533739					
TraesCS5A02G208500	-1.02540853513098					
TraesCS5A02G209100		0.832558397101123				
TraesCS5A02G209200	-0.902119983489049					
TraesCS5A02G209800					0.300900465284569	0.206840539784068
TraesCS5A02G210100	0.588560586571346					-0.496243669427997
TraesCS5A02G211000	0.885106280526723	1.48583249816654		1.35890397445558	-0.488491326392269	-0.620505276214415
TraesCS5A02G211100	0.730847226119492					-0.279828811644595
TraesCS5A02G211600				4.88188313829505		
TraesCS5A02G211700	0.878506043569265					
TraesCS5A02G212000	-0.331539641091863				-0.869413540092708	
TraesCS5A02G212100	-0.47105586437209					
TraesCS5A02G212300					0.325762566749126	
TraesCS5A02G212500						-0.388825133235005
TraesCS5A02G212800						-1.70711090441617
TraesCS5A02G212900	-0.624807218011286					
TraesCS5A02G213000	1.65577710831622				0.541687523654776	-0.353796833461369
TraesCS5A02G213200						0.626096641781055
TraesCS5A02G213300	-5.87892832962612					
TraesCS5A02G213400						-0.389647051846774
TraesCS5A02G213600	-2.36976835173497				-1.74068754183009	1.60833575490153
TraesCS5A02G213700						-0.352968585503432
TraesCS5A02G213800					0.317310788487619	0.411386621546102
TraesCS5A02G213900	1.05971566355245					
TraesCS5A02G214000						0.726825426197079
TraesCS5A02G214200	2.19701098320189					
TraesCS5A02G215900				-0.932920135318495		
TraesCS5A02G216400					1.07099910024178	1.46487066830776
TraesCS5A02G217600	1.12171022242335				0.274346166634509	-0.268611558940196
TraesCS5A02G218000					1.04843957880045	
TraesCS5A02G218300	1.55396992484359				-0.707210396345951	
TraesCS5A02G219200					0.487036172285709	
TraesCS5A02G219400	0.986222879737794					
TraesCS5A02G220000						-0.174007544679907
TraesCS5A02G220600					-0.490339334412949	-0.305460032625513
TraesCS5A02G221800	0.704097962460242					
TraesCS5A02G222100	1.52195321461949					-0.321648910669371
TraesCS5A02G222400	-0.689647470655678					
TraesCS5A02G222500						-0.695673830687547
TraesCS5A02G222700	-1.26805335087202					
TraesCS5A02G224200						0.313797395076064
TraesCS5A02G225100					0.776905106510901	0.930551915792047
TraesCS5A02G225200						0.533175868052291
TraesCS5A02G225300	-1.42593056737979					2.14265772378262
TraesCS5A02G226200	1.7988708327113					
TraesCS5A02G226400	1.44842989454682				-2.32201685921964	-1.31336842445983
TraesCS5A02G226500	1.18947659412023				-0.326483813526024	
TraesCS5A02G226900					0.413656034339125	
TraesCS5A02G227100	0.430931401641905					
TraesCS5A02G227400					0.423305589770604	
TraesCS5A02G227500	0.742654891242649					-0.189094062684434
TraesCS5A02G227700	-0.388480997250397					
TraesCS5A02G227800		-1.35017659599595				
TraesCS5A02G228100	0.644373717772429				0.261680387613717	
TraesCS5A02G228400					0.261485061096105	
TraesCS5A02G228600	1.22700972470655				-0.694329660551033	-0.652349399366854
TraesCS5A02G228900	-4.23517971220409					1.34653142256959
TraesCS5A02G229000	-1.05067114996878				-1.56975500941873	
TraesCS5A02G229200	-0.851381104018972					
