SRP356530/LEAVES_D-LEAVES_C	SRP098756/CROWN_D-CROWN_C	SRP098756/LEAVES_D-LEAVES_C	SRP098756/ROOTS_D-ROOTS_C	SRP072216/LEAVES_D-LEAVES_C	SRP072216/LEAVES_D-LEAVES_TABA
TraesCS1B02G226000	0.749841325078459	-2.31961618951737				
TraesCS1B02G226100		-2.09655762341296			-2.62198169203471	
TraesCS1B02G226200	0.937636452072083				0.431384134335636	
TraesCS1B02G226300	-0.704148663778832					
TraesCS1B02G226500	1.03758952628836				-0.712858897217506	-0.765695148031962
TraesCS1B02G226600					-0.3427641629532	-0.430692501401346
TraesCS1B02G226800					-0.411972853603835	
TraesCS1B02G227100	0.95055120960076					
TraesCS1B02G227200					0.558122028562837	0.324180928555741
TraesCS1B02G227400					0.480955755006434	
TraesCS1B02G228100					0.234539082153252	0.267422700041904
TraesCS1B02G228500					-0.173072455961035	-0.273307195003249
TraesCS1B02G228800	0.803602276777936					
TraesCS1B02G228900				2.75169613236151		
TraesCS1B02G229000						0.462918463092704
TraesCS1B02G229200	-0.280834510064049					
TraesCS1B02G229400		2.01536855053103	1.55794192692453			1.90122425462742
TraesCS1B02G229500					0.586854485457923	0.642356399632995
TraesCS1B02G229700	-0.475544581529546				0.690128073119306	0.316508252114361
TraesCS1B02G230500	1.11231906183039				0.322461151227736	-0.342607844067577
TraesCS1B02G231100	-0.538876950721871					
TraesCS1B02G231300	-0.486666758677723					
TraesCS1B02G231400	-0.548376153090127					0.318904271106972
TraesCS1B02G231500	-3.25141930454392					
TraesCS1B02G231900	-0.530454711915285					
TraesCS1B02G232200	0.393628614490216				0.241116839225296	
TraesCS1B02G232300					0.324172738548214	
TraesCS1B02G233200	-0.683374581542388				-0.804864561579745	
TraesCS1B02G233500	-0.337424952371508				-0.260810159337165	
TraesCS1B02G233600	-1.16969574159105				0.377832555773689	0.57820528076332
TraesCS1B02G234300	1.71772760279015					
TraesCS1B02G234400	-0.494949218569646					
TraesCS1B02G234500	-0.814628121504724				-0.95028492822747	
TraesCS1B02G234700	-0.852739695845622					
TraesCS1B02G235600					-0.751693075628705	
TraesCS1B02G236000					0.547772164924418	
TraesCS1B02G236200						0.261942180976332
TraesCS1B02G236500					0.531455554597976	0.31780599078034
TraesCS1B02G236600	0.973602122430963				-1.42412399943631	
TraesCS1B02G237700	0.351222970847994				0.337320555770229	
TraesCS1B02G238200						0.532537052853204
TraesCS1B02G238400	-0.614652009990256	0.938742633335526			-0.499502415421483	
TraesCS1B02G238600	-0.320056450718089					
TraesCS1B02G240000	0.603483816554567					
TraesCS1B02G240500					-0.320361832592506	
TraesCS1B02G240600		-1.35314117764191				
TraesCS1B02G241100	0.476551550466293					
TraesCS1B02G241900	-0.727495023629925					
TraesCS1B02G242200					-0.470948597741615	-0.445830063014576
TraesCS1B02G242400	-0.736830513462434					
TraesCS1B02G243800	-0.381858102480875				-1.0073245875978	
TraesCS1B02G243900				1.99218188176049		
TraesCS1B02G244100					-0.359504598055612	
TraesCS1B02G244200	-0.823153786309584					
TraesCS1B02G246200	1.51863078436846				0.448828651349737	
TraesCS1B02G246300	1.13501992660581					
TraesCS1B02G247000	0.437262762928376					
TraesCS1B02G247200	-0.548416891243202					0.467559004672469
TraesCS1B02G248100						0.355550189587064
TraesCS1B02G248300	-0.928185342597693					1.24062854233569
TraesCS1B02G248600		4.79293279234192		6.32155474788143		
TraesCS1B02G248800	-0.646571927676652					
TraesCS1B02G249000	-1.40719536913324					
TraesCS1B02G249100	-0.675263896302711					
TraesCS1B02G249200	-3.88392567804034					
TraesCS1B02G249300	-0.392416999564386					
TraesCS1B02G249700						-0.21339949438056
TraesCS1B02G249800					-1.17835056043673	
TraesCS1B02G250300	-0.532569291023035					
TraesCS1B02G250600					-0.402779771917561	
TraesCS1B02G250900	-1.74962761291268					
TraesCS1B02G251000	0.52281007574086					
TraesCS1B02G251300	-0.630582572870884					
TraesCS1B02G252000					-0.766248276029659	
TraesCS1B02G252700	-0.677515188130842					
TraesCS1B02G253100	-0.399873505470219				-0.496594505583248	
TraesCS1B02G253500	0.705754449922929				0.181610515092197	
TraesCS1B02G253900				0.947496961120314		
TraesCS1B02G254000	0.382358622186449				0.318087927075709	
TraesCS1B02G254100	0.660932810555534					
TraesCS1B02G254300	1.47495506704352				1.43017802142432	
TraesCS1B02G254500				2.08539735103607		0.680824861254152
TraesCS1B02G255100	0.569825593331994					-0.506611805805951
TraesCS1B02G255500	-1.04944816066201					
TraesCS1B02G255700	-1.24318598402091					1.25443296377451
TraesCS1B02G256200	-0.463538097940451					
TraesCS1B02G257200					-0.461898212978894	-0.483740175144219
TraesCS1B02G257300					-0.674779779731213	-0.565634247113833
TraesCS1B02G257400	0.983110474813603				0.287236017010327	-0.211531649525527
TraesCS1B02G257500					-0.414883905922957	
TraesCS1B02G257700					-0.515924779260067	
TraesCS1B02G258300				0.829451953297298	-0.203683323123409	0.349995710065188
TraesCS1B02G258600		-0.931756702374329		1.24760854467026		
TraesCS1B02G258700						0.669171982148909
TraesCS1B02G258800						0.492098006791805
TraesCS1B02G258900					-0.431504701277243	
TraesCS1B02G260100	-0.333787420485992					
TraesCS1B02G260300						-0.665066155797153
TraesCS1B02G260400					0.258019165154213	
TraesCS1B02G260800	1.95910782759619					
TraesCS1B02G260900	0.469163390316165					
TraesCS1B02G261000	0.940387583030246					
TraesCS1B02G261600	-0.555700895701722					
TraesCS1B02G261800	1.52679782220681				0.266902656734333	-0.28551799710034
TraesCS1B02G262000						0.24590341390648
TraesCS1B02G262200	0.294795118989123					
TraesCS1B02G263900	0.662540578504126					
TraesCS1B02G264300	1.171567158768					0.270848350883039
TraesCS1B02G264400					-0.77805940168751	
TraesCS1B02G264800	-0.566918675905253				0.459089649287181	
TraesCS1B02G264900	0.529563170436019				-0.53900887698798	
TraesCS1B02G265300	1.15559742711391				0.188855649726386	
TraesCS1B02G265600	0.933856108341847					-0.226564792229364
TraesCS1B02G265700	0.452089845677575					
TraesCS1B02G265900					0.795606202354633	1.15036262957198
TraesCS1B02G266100		0.849706691076354				
TraesCS1B02G266200						0.837517209357728
TraesCS1B02G266500					0.653782093684662	
TraesCS1B02G267000		1.33572435907616				0.251027441479049
TraesCS1B02G267100						0.332738216661189
TraesCS1B02G267800	-0.907011756628539				-0.322965298820112	
TraesCS1B02G267900	2.50271046415496					
TraesCS1B02G268300	1.56205390961484					
TraesCS1B02G268400						-0.763715528259569
TraesCS1B02G268700	-0.357188492416933	1.02852348697218		0.815081751890848		
TraesCS1B02G269100	-2.05923915600981					
TraesCS1B02G269400					0.401188666766358	
TraesCS1B02G269500						0.524251604393512
TraesCS1B02G269600					-0.357803660591911	
TraesCS1B02G269800	-0.746034653782394					
TraesCS1B02G269900					-0.48309986765953	-0.278291855966871
TraesCS1B02G270000						-0.475013123489549
TraesCS1B02G270800					0.622638022909815	
TraesCS1B02G271000						0.361645802731654
TraesCS1B02G271800					-0.255124241863932	
TraesCS1B02G272200	-0.948599376795404				-0.64065112863792	0.607995717443089
TraesCS1B02G272600						-0.795795730641373
TraesCS1B02G272700	1.29031419523741					-0.396002551081946
TraesCS1B02G272900	0.43585902706119					-0.360196636478585
TraesCS1B02G273000	0.496573541771811					
TraesCS1B02G273200						0.340050407083267
TraesCS1B02G273600	0.970110349397065				0.232355258422929	
TraesCS1B02G273900	0.641796010617765				-0.246419410502601	-0.256062643526365
TraesCS1B02G274000					0.345011136561096	0.589929480791352
TraesCS1B02G274300						1.16690785767382
TraesCS1B02G274400						0.4465717290166
TraesCS1B02G275200	2.78877805741891					
TraesCS1B02G275400						0.791181908939478
TraesCS1B02G275600	-0.452613601671887				-0.400739669682242	
TraesCS1B02G276000					0.386753249187013	0.489501439770788
TraesCS1B02G276200					-1.92923449360872	
TraesCS1B02G276500	-1.39402183838293				-4.87329599957597	
TraesCS1B02G276700	-1.69412867885097					
TraesCS1B02G276800	-2.17060828771727				-3.88961045895998	
TraesCS1B02G276900					-3.19418548719388	
TraesCS1B02G277000	1.97859472814068					
TraesCS1B02G277300		0.972826867209122			-0.222641298838968	
TraesCS1B02G277500					-0.651613750288703	-0.55509559814801
TraesCS1B02G277800	-1.06284151819839				0.504240580324011	0.646630447142039
TraesCS1B02G278200	-0.311671389808162					
TraesCS1B02G278600	-0.554708587800258					
TraesCS1B02G279100	-1.88974389006905					
TraesCS1B02G279200	-0.702406471803402					
TraesCS1B02G279500					0.379544891685701	
TraesCS1B02G279600					-0.385842589062401	
TraesCS1B02G279700	0.379030377058811				0.355760817600432	
TraesCS1B02G279800	-1.07483140967225					
TraesCS1B02G280100						0.371910905227871
TraesCS1B02G280600	0.795620561675078				-0.481608544495441	
TraesCS1B02G280700					-0.257627066571376	0.215724839581246
TraesCS1B02G280900	0.595007776275913				0.228451595632108	
TraesCS1B02G281000	0.568821935724957				-0.473560406820209	
TraesCS1B02G281100					1.10520920729777	1.74506955260842
TraesCS1B02G281200	1.72678920911198					
TraesCS1B02G281600	0.565943245899224					
TraesCS1B02G282500	-0.943344282943616					
TraesCS1B02G282700	-0.549116608602605					
TraesCS1B02G282800	-0.483461610936456			0.863490429688375		
TraesCS1B02G282900	-0.605559061964798					0.283425551198035
TraesCS1B02G283600	-0.815246465415843					0.566813197078989
TraesCS1B02G283700	-0.878316835585287					
TraesCS1B02G284200					-0.566093231847623	
TraesCS1B02G284400	-0.402966173304583					0.33376538311423
TraesCS1B02G284600						-1.03322268443452
TraesCS1B02G285300					-0.434043930266762	
TraesCS1B02G285500						-0.969486424388053
TraesCS1B02G285700	-0.688501558656133					0.53927594694785
TraesCS1B02G285900					-1.07156480536754	
TraesCS1B02G286200	1.33236023604837				0.930110017910787	
TraesCS1B02G286500	0.307803593550649					
TraesCS1B02G286600	-0.288509338913132					
TraesCS1B02G287100	0.936926922054277			2.50284183961604	-0.992157348171632	
TraesCS1B02G287500	1.0139559609295					-1.28539245546459
TraesCS1B02G287700	1.41217480284868	-1.21413716515135				
TraesCS1B02G288100						0.395313136169538
TraesCS1B02G288300	0.758281687254348					
TraesCS1B02G288600	1.66437963889816					
TraesCS1B02G288800	-1.53273362023978					1.44052370692969
TraesCS1B02G289500	0.586829800938342					
TraesCS1B02G289600	-1.43682006137835					0.481515942269061
TraesCS1B02G289700	-1.65995421166046					
TraesCS1B02G290000					-0.620994325614571	-1.66472889986514
TraesCS1B02G290200	-0.62768206189583					
TraesCS1B02G290600	-0.369209510085485				-0.482694343542896	
TraesCS1B02G290800	1.24719206350204				0.847238018365792	-0.43736162091968
TraesCS1B02G290900	-0.338024373307485					
TraesCS1B02G291500					-2.95286556408852	-2.56548695713111
TraesCS1B02G291700	-1.14052585454413				-1.66192629546713	
TraesCS1B02G291900				2.73964352224908		
TraesCS1B02G292200	-1.63428259005302					
TraesCS1B02G292300	0.652929069402989					
TraesCS1B02G293100	-5.0646506374479				-2.74126547245869	
TraesCS1B02G293800	-0.759061472676498					
TraesCS1B02G294200	0.396704449764772					
TraesCS1B02G294300	-1.09083947082489					0.952642040073306
TraesCS1B02G294400	-0.43706217304205					
TraesCS1B02G294500	-1.02448171842842					
TraesCS1B02G294600	0.587527863860821					
TraesCS1B02G294900	-0.6776093572661			-2.16644150141682		
TraesCS1B02G295600						0.267575253235193
TraesCS1B02G296300	0.32914397519938				-0.392444269963305	
TraesCS1B02G296400					1.34121192891472	1.19485476497991
TraesCS1B02G296600	2.52720471944013				0.788441012730936	
TraesCS1B02G296800	-0.690376847618173					
TraesCS1B02G297000	-0.544276120049479					
TraesCS1B02G297900	-0.711394450947012					
TraesCS1B02G298000				1.05609968089393		
TraesCS1B02G298500	-1.47727417416019				0.560147047875204	
TraesCS1B02G299300	1.08707457135439					
TraesCS1B02G300100					0.387349282483172	
TraesCS1B02G301100	-1.0714246235526					
TraesCS1B02G301400					-0.992742342940654	
TraesCS1B02G301600						0.669450353760304
TraesCS1B02G301700						0.218574310556075
TraesCS1B02G302600	-1.28692778259978					
TraesCS1B02G303200						-0.333096057788519
TraesCS1B02G304500	1.29651705158486					
TraesCS1B02G304600	-1.56927373013647					
TraesCS1B02G304800		4.17159660436061	3.66730794826693	4.63825930504535		2.55053763783859
TraesCS1B02G305800	-3.56860019341479					
TraesCS1B02G307200					0.338254478050959	
TraesCS1B02G307500					-0.433664475454412	
TraesCS1B02G308500	1.62132305863287					-0.321001760579423
TraesCS1B02G308600	-0.526099021079773					
TraesCS1B02G308900	-1.86514400472304				-1.58968962309375	2.38934232076604
TraesCS1B02G309000	1.87839403510426					-0.998507775327735
TraesCS1B02G310100	-2.72953176880105					
TraesCS1B02G310300	0.49789761452609					-1.0207230353761
TraesCS1B02G310800					-0.280846847970564	
TraesCS1B02G311200	1.67532966777673					
TraesCS1B02G311400					-0.303902309998415	
TraesCS1B02G312100					-0.965464191674411	-1.40092773715061
TraesCS1B02G312700	0.860711922364491					
TraesCS1B02G312800	0.517605912110295				-0.283822583737733	
TraesCS1B02G313200	0.365644182463748					
TraesCS1B02G314000	2.16685865717052					
TraesCS1B02G314800					-0.722985291305821	
TraesCS1B02G315900					-0.849208567873181	-0.793207917503109
TraesCS1B02G316000	0.676253941573785				0.975179187580741	1.47529555424516
TraesCS1B02G316100	-1.21172308448692					
TraesCS1B02G316300						0.259593473903411
TraesCS1B02G316400					-0.2337733491907	
TraesCS1B02G317500	1.95443465694665					-1.08163906355025
TraesCS1B02G318100					0.399717860629061	
TraesCS1B02G318400					-0.334859205797035	
TraesCS1B02G318500	1.28099357264306					-0.476414778875342
TraesCS1B02G318800					0.698638830673824	0.721054374503684
TraesCS1B02G319200	1.38419146444385					
TraesCS1B02G320000	0.339563202552952					
TraesCS1B02G322100	0.41043616334881					
TraesCS1B02G323600	1.50945953252185					
TraesCS1B02G324000	-1.27314484870465					
TraesCS1B02G324100				1.50993478272707		
TraesCS1B02G324300	1.42588896910801					-0.297430527331009
TraesCS1B02G324500				1.6115194534017		
TraesCS1B02G325000	-0.802452893646352			1.25624628125229		
TraesCS1B02G325100	1.43581035900535					-0.673219603528814
TraesCS1B02G325200	-0.687508566984922					
TraesCS1B02G326200	0.545720594518041					-0.21207677337676
TraesCS1B02G326600	-0.807834496872968				0.880733650179559	0.626468703530369
TraesCS1B02G327300						0.379090903622218
TraesCS1B02G327400	1.75702367229234					
TraesCS1B02G327500	-0.562923742488194					
TraesCS1B02G327600	-0.612495748413354					
TraesCS1B02G327800	-0.556147310054352					
TraesCS1B02G329300						0.615038269975326
TraesCS1B02G329500					-0.623478975750877	
TraesCS1B02G330000					-0.745052976656926	
TraesCS1B02G331700	0.968003910574983				0.57147287881673	
TraesCS1B02G331900	0.973896709098325					-1.18518855247586
TraesCS1B02G332700	0.55079579197186				0.348478218151519	0.386464204202435
TraesCS1B02G333300	-0.559704082506972					
TraesCS1B02G333800	-0.831963193516421					
TraesCS1B02G334100	1.4236661400002					-0.504105799008505
TraesCS1B02G334200	0.73927716256198				-0.262356059709619	
TraesCS1B02G334500	0.856787975474167					
TraesCS1B02G334600					-0.393816455642959	
TraesCS1B02G335000	-0.670240821189582					
TraesCS1B02G335400	-1.99925503180274					
TraesCS1B02G335500	-1.50952105575942					
TraesCS1B02G336000					-0.50498356393186	-0.439717661870084
TraesCS1B02G336300	0.938355535511586					-0.688221818585191
TraesCS1B02G336700	0.563276218993764					
TraesCS1B02G337200	0.48661250636206					
TraesCS1B02G337600	0.763383436250813					
TraesCS1B02G337800	-0.406877971272455					0.427592344787418
TraesCS1B02G338500	-0.978175922760491				-0.702995864983747	
TraesCS1B02G338600	2.56687355843547				-0.355904970883661	-0.69611288667904
TraesCS1B02G338800	0.626524976417878					
TraesCS1B02G339000	0.532921689253768					0.285486020231926
TraesCS1B02G339100	0.78340727072393			-0.978102304854932		
TraesCS1B02G339500	1.71541326827795					
TraesCS1B02G340300					-0.274410474146725	
TraesCS1B02G341900	1.39497889113889					-0.680857337878062
TraesCS1B02G342600		0.90838570738707			0.182874758703257	0.266446624340407
TraesCS1B02G342700				3.13274209135657		
TraesCS1B02G342800	-0.759944261764768					
TraesCS1B02G343700	0.734297825033437					
TraesCS1B02G343900	-0.492966750318214					
TraesCS1B02G344100						-0.281767313709397
TraesCS1B02G344200				1.02096578289672	-0.230326495514742	
TraesCS1B02G344300					0.386923307736219	
TraesCS1B02G345800	0.978325523347776					
TraesCS1B02G345900	0.782768933194076					
TraesCS1B02G346300					-0.266237260127154	
TraesCS1B02G346700	0.415578041163272					
TraesCS1B02G347200					0.527840386727455	1.13539014800941
TraesCS1B02G347700	1.86038276536666					
TraesCS1B02G347900	0.952957666365729					-0.510746702449561
TraesCS1B02G348600	0.589401447625299					
TraesCS1B02G348900						-1.29566406164204
TraesCS1B02G349100	2.89247825709652					
TraesCS1B02G349900					-1.63332733565132	-1.93508857735513
TraesCS1B02G350200					-0.329327566847664	
TraesCS1B02G350600	-1.2142525422856				1.01705415984644	1.71121935339167
TraesCS1B02G350800						-1.69954152146094
TraesCS1B02G351600	3.16168673264745					
TraesCS1B02G351900						0.324974483474491
TraesCS1B02G352000	-0.695336542143782				0.859962631435154	
TraesCS1B02G352100	-0.898164108769839					
TraesCS1B02G352400	-0.937037479591386					1.89046332096658
TraesCS1B02G352500					-0.329265283078236	-0.312623794784485
TraesCS1B02G352700					-1.01523865845371	-0.278049517978165
TraesCS1B02G353700					0.54958542624158	
TraesCS1B02G353900	0.741755248986976					
TraesCS1B02G354000	2.29947351281287					
TraesCS1B02G354200	-0.57891401565992					
TraesCS1B02G354300	1.50740362896655					
TraesCS1B02G356100	-0.454321056780875					0.495617801503936
TraesCS1B02G357000					0.319438414650126	0.31358865060812
TraesCS1B02G357400	-1.64416516198937					
TraesCS1B02G359100	-1.10576302576029					
TraesCS1B02G360500	1.58563601412747					-0.247476019163406
TraesCS1B02G360700					0.525251404583084	0.525597739085086
TraesCS1B02G361300	0.616010842208097					
TraesCS1B02G361400	1.42332274670124					
TraesCS1B02G361500					-2.28068550125709	
TraesCS1B02G361600	0.445364735447567				-1.50992845019825	
TraesCS1B02G362200	0.780706846277701				-0.926424782631465	-1.31761197692668
TraesCS1B02G363000	-0.848094039729029					
TraesCS1B02G363100	0.966631053856703					-0.313589952009855
TraesCS1B02G363400						0.258183778403647
TraesCS1B02G363700	-0.379915035507114				-0.39560050250715	
TraesCS1B02G363800				1.03871569795754		0.491457627426577
TraesCS1B02G363900				4.65007981081784		
TraesCS1B02G364200					-1.58108130561402	
TraesCS1B02G364400						0.194953566863034
TraesCS1B02G364900					0.379772820582909	
TraesCS1B02G365200	-2.41453208935806					
TraesCS1B02G366100					-0.260419942737377	
TraesCS1B02G366400	0.343118519743513				0.64353601636665	
TraesCS1B02G366500	-3.33355264392549	2.14801570243116				
TraesCS1B02G367100	0.368089401910207					
TraesCS1B02G367300	0.518380773266168					
TraesCS1B02G367500					-1.45588772147789	-0.958744290473831
TraesCS1B02G368200					-1.99886166532463	-1.09408732155741
TraesCS1B02G368300	-0.929979967436736					
TraesCS1B02G369000		-0.855040326532919				
TraesCS1B02G369400	0.459117560802874				0.324174511304096	0.657275159178445
TraesCS1B02G371300	-0.870720947396708				0.298185239955013	0.828688762354826
TraesCS1B02G372300	-0.633419456836791					
TraesCS1B02G372600					-0.485308032710422	
TraesCS1B02G373200	-3.16023351878741					
TraesCS1B02G373400					0.812350527977804	
TraesCS1B02G373600						-0.761561521471063
TraesCS1B02G373900	0.719850269998303					
TraesCS1B02G374000					0.459459822173926	-0.557323484772598
TraesCS1B02G374100						0.601992271092263
TraesCS1B02G374200		-0.891755568128705			-0.28668842330798	
TraesCS1B02G374500	-0.927747104983623					0.862704402747348
TraesCS1B02G374900					-2.31746846813099	
TraesCS1B02G375100						1.8126653619082
TraesCS1B02G375300						0.934769478265073
TraesCS1B02G376700	-1.4993186863599					
TraesCS1B02G376800					0.304799517632091	
TraesCS1B02G376900	-1.58992756096434					
TraesCS1B02G377700	-0.533264811726851				-0.429415014387191	
TraesCS1B02G378000					-0.463581764792412	-0.531772411798015
TraesCS1B02G378300	-3.2219660629516					
TraesCS1B02G379200	0.565110496175911					-0.569977008874725
TraesCS1B02G379300					-0.452647901172831	
TraesCS1B02G379800	1.01854419478591				-0.408379768052361	-0.611389457197378
TraesCS1B02G380500					0.384846377986833	0.517073531043767
TraesCS1B02G381000					0.64098312220183	1.05348160278926
TraesCS1B02G382100	-0.987197464143288					
TraesCS1B02G382200		-1.48916386428545		-1.42597770897951	-1.90164602518466	
TraesCS1B02G382500	-1.05274621823602					
TraesCS1B02G382600	0.50757733642907				0.56369681392247	
TraesCS1B02G383300	-0.545173868305108					
TraesCS1B02G383400	-0.605840892107941					
TraesCS1B02G384100					-0.364694481582787	-0.341224240688947
TraesCS1B02G385200	-3.09590251781688					
TraesCS1B02G385900	-0.415793251708135					
TraesCS1B02G386200						0.623610972880017
TraesCS1B02G386600					0.492142360860488	
TraesCS1B02G387000	0.435840560276599					
TraesCS1B02G387400	-1.66451628362086	4.06640619179283				0.596372307027855
TraesCS1B02G388200	2.00010521748238					-0.731071171364834
TraesCS1B02G388300	1.6388261557909					-1.20777158059299
TraesCS1B02G388400	1.50557962635266					-0.852479487248054
TraesCS1B02G388500	1.08173830093322				0.730085954741528	-0.511033461780154
TraesCS1B02G388700	2.9052802757613				0.971054449623265	0.644480287208131
TraesCS1B02G388900					0.205567552210644	
TraesCS1B02G389200		-1.95902420054425	-2.5711958112206	-1.53364725228457	-0.567381631464251	-0.614840084873044
TraesCS1B02G390000					-0.196900979527929	
TraesCS1B02G391400						0.321794470411909
TraesCS1B02G391900						0.663065201251644
TraesCS1B02G392100	-0.753405109352202					
TraesCS1B02G392300	-1.44524293021044					
TraesCS1B02G392400	-0.900650843534883					0.363177642676493
TraesCS1B02G393100					0.993047253060545	3.40047346689729
TraesCS1B02G393200						0.283434846629843
TraesCS1B02G393400	-0.611957118205724				0.492588342977832	0.410648733230158
TraesCS1B02G394700	4.12146723423134	6.39306680991903	7.76194044739022	6.00504793679786		
TraesCS1B02G395000	0.729710169795865					
TraesCS1B02G395200	-0.679063145362484					
TraesCS1B02G395400	-0.563370692638776					
TraesCS1B02G396000	-1.08600048456881					
TraesCS1B02G396200	0.603652557527335				-0.342437965424431	
TraesCS1B02G396300					0.446666364811079	0.386865082433112
TraesCS1B02G396800	0.336355204787278					-0.456580330672149
TraesCS1B02G399000	-0.510828310058784					0.421626527277179
TraesCS1B02G399300	-2.15707373237651					
TraesCS1B02G400300	0.350838044857346				-0.256228114081268	
TraesCS1B02G401300	2.32361900593904				-0.672708433885088	
TraesCS1B02G401400	1.18242329982992					
TraesCS1B02G401600	1.94642435904566				-0.650563194578672	
TraesCS1B02G401800					-0.405420148166377	
TraesCS1B02G402000				0.89699722494337		0.53851221748261
TraesCS1B02G402100	-1.05132120209008					
TraesCS1B02G403100					0.477722404773243	
TraesCS1B02G403500				-1.83158517819185		
TraesCS1B02G403700						0.307715612251466
TraesCS1B02G403900	-2.72143047174535					
TraesCS1B02G404000					0.884259990609835	0.886734747723952
TraesCS1B02G404200	-0.399964570888389					
TraesCS1B02G405000	1.72579005906837					
TraesCS1B02G408200						-0.439176564977833
TraesCS1B02G409300	1.38233244310632				0.414016346926242	
TraesCS1B02G410300	1.5023786890001				-3.26374863388191	-2.17176720984594
TraesCS1B02G410400					-3.58879103566054	-2.94776799597943
TraesCS1B02G410800	-1.56186654561974				-0.971632412898333	1.12762916366023
TraesCS1B02G411000	-0.984092347663264					
TraesCS1B02G411100	7.00887908537886					
TraesCS1B02G411600	-1.4227772372323					
TraesCS1B02G411900	0.912113899839554					
TraesCS1B02G412100	-1.61734685130494				-0.687497939102157	-0.677158166124708
TraesCS1B02G414600	0.475203761393012					
TraesCS1B02G415200				0.871099103979381		0.487132594556107
TraesCS1B02G415800						0.625968405740993
TraesCS1B02G417000	1.77607156235744					-0.477191343965933
TraesCS1B02G417200					0.461686849951809	
TraesCS1B02G417500	-0.81037026251309					
TraesCS1B02G418600	0.967446207053407					
TraesCS1B02G418800					-2.21076149510348	-1.5830784273378
TraesCS1B02G420000	1.26288251184052					
TraesCS1B02G420100	2.17135753833839					-0.394134106978439
TraesCS1B02G420500					0.426797392445741	
TraesCS1B02G420600	0.581243386358023				-0.259291426987033	-0.365176891577459
TraesCS1B02G422200	-0.57874102511503				0.433169896467683	0.715861199376234
TraesCS1B02G422400					0.667702344013044	1.32576438830245
TraesCS1B02G422900	0.966929291904352					
TraesCS1B02G423000	-0.694854257601704					
TraesCS1B02G423500	-0.764629652625672				0.519800488071304	0.252641622635622
TraesCS1B02G423600					-0.804878668535536	
TraesCS1B02G424400					0.442967512741528	0.418919262632472
TraesCS1B02G424700					0.610252122629191	
TraesCS1B02G425000						-0.9016019681517
TraesCS1B02G425200	0.58882669893193					
TraesCS1B02G425600					0.565842502077575	0.280425526219796
TraesCS1B02G425700	0.559328089650034					
TraesCS1B02G428800	0.602675001139588				-0.546085698726784	-0.321690342780581
TraesCS1B02G428900					-0.308287369076088	
TraesCS1B02G429200					0.835835643381885	
TraesCS1B02G429300				2.55816846276308		
TraesCS1B02G431200					0.411748803042656	
TraesCS1B02G432400	0.771905796961942				-0.523579308894198	0.48107072373204
TraesCS1B02G432500					1.10403425140203	1.10812461537659
TraesCS1B02G432600					-0.352526640530439	
TraesCS1B02G432700	1.27972996717953				0.352386328946639	
TraesCS1B02G433300	1.40398730318067					-0.72433450613138
TraesCS1B02G434000	-1.3278157472253					0.871098682141818
TraesCS1B02G434100	2.80373207105549					-0.546012294617552
TraesCS1B02G434400						-0.50559460320767
TraesCS1B02G434500	-0.511637528233591					
TraesCS1B02G435900					-0.390440449496424	
TraesCS1B02G436500		4.80482071326063		7.01991468618371		
TraesCS1B02G436700						-1.363623633387
TraesCS1B02G437100						-1.40310913391653
TraesCS1B02G437500	-0.611317492279387				-1.45844514991444	
TraesCS1B02G437600	0.717926617583007				0.181284438879524	
TraesCS1B02G438100	-0.753968472595261					
TraesCS1B02G438600	-0.983087974876525	1.47408294833019				
TraesCS1B02G438800	-0.685219275017062					
TraesCS1B02G439700	0.534254035780581					
TraesCS1B02G439800	-0.944313489807376				1.60881587084445	1.74446789463968
TraesCS1B02G439900	0.474427751997416			2.11266726676817	1.10028015232485	0.591335150773942
TraesCS1B02G440200	0.780606581537166				0.394476581484155	
TraesCS1B02G440300	-1.70220438661535					
TraesCS1B02G440800	0.960014996366551				0.442637411890635	
TraesCS1B02G441300					1.18680226645459	2.7199159839482
TraesCS1B02G441700	-0.506488294876305					0.474046040266812
TraesCS1B02G441900					2.20269509667859	2.31150643688529
TraesCS1B02G442300					0.678279705905188	
TraesCS1B02G442700	-1.03968407243744					
TraesCS1B02G443100		-0.776597092335927			-0.196951791044183	-0.273758619172169
TraesCS1B02G443200	1.06862643544328					
TraesCS1B02G443600	0.929248172458914				0.50442431591901	
TraesCS1B02G443700					-0.59250155862761	
TraesCS1B02G444000	-2.47431823907194					
TraesCS1B02G444600	-1.11255463566706					
TraesCS1B02G444700				-2.20492330312145		
TraesCS1B02G445200	0.936269420290838					
TraesCS1B02G445600	1.32639151698381					
TraesCS1B02G447000	-0.941093338872022	1.27653207242386				
TraesCS1B02G448700	-5.19593478722625					
TraesCS1B02G448800	-8.68696479479152					
TraesCS1B02G449000	3.10223293934069					
TraesCS1B02G449100	1.71185501366642					
TraesCS1B02G449200	3.04840246583742					
TraesCS1B02G449300	2.69336537399671					
TraesCS1B02G449400	2.61143853802459					
TraesCS1B02G449500					0.545233747333871	
TraesCS1B02G449600					0.249473784659632	
TraesCS1B02G449700					-1.08614311892567	
TraesCS1B02G450300					0.460643120627542	0.490075955658622
TraesCS1B02G450500	-0.941505620551926					
TraesCS1B02G451100	2.09685232781198					-0.436217112298681
